"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ferrari S.; Del Vecchio C.; Leonardi A.; Feltrin G.; Yu A.C.; Busin M.; Crisanti A.; Ponzin D.","Ferrari, Stefano (57190211074); Del Vecchio, Claudia (15028054200); Leonardi, Andrea (57194472608); Feltrin, Giuseppe (36966183000); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383); Crisanti, Andrea (57203254122); Ponzin, Diego (6603422101)","57190211074; 15028054200; 57194472608; 36966183000; 57216633741; 57205977383; 57203254122; 6603422101","Detection of severe acute respiratory syndrome coronavirus 2 in corneas from asymptomatic donors","2021","Acta Ophthalmologica","99","7","","e1245","e1246","1","7","10.1111/aos.14692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097619491&doi=10.1111%2faos.14692&partnerID=40&md5=c5f8cef08d7d72dbc4d620c466586c87","Letter","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85097619491"
"Pellegrini M.; Mura M.; Yu A.C.; Spena R.; Ruzza A.; Ponzin D.; Busin M.; Bovone C.","Pellegrini, Marco (57200399011); Mura, Marco (57208548443); Yu, Angeli Christy (57216633741); Spena, Rossella (57202377384); Ruzza, Alessandro (8681862500); Ponzin, Diego (6603422101); Busin, Massimo (57205977383); Bovone, Cristina (24476942500)","57200399011; 57208548443; 57216633741; 57202377384; 8681862500; 6603422101; 57205977383; 24476942500","Descemet Membrane Epiretinal Graft for Refractory Full-Thickness Macular Hole","2024","Ophthalmology Retina","8","6","","611","613","2","8","10.1016/j.oret.2024.03.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189973638&doi=10.1016%2fj.oret.2024.03.011&partnerID=40&md5=fd06987f9a705a371e6764411bb46aa2","Article","Final","","Scopus","2-s2.0-85189973638"
"Graffi S.; Leon P.; Nahum Y.; Gutfreund S.; Spena R.; Mattioli L.; Busin M.","Graffi, Shmuel (55334445800); Leon, Pia (56900808700); Nahum, Yoav (23493152000); Gutfreund, Shay (55636382100); Spena, Rossella (57202377384); Mattioli, Leila (57202375970); Busin, Massimo (57205977383)","55334445800; 56900808700; 23493152000; 55636382100; 57202377384; 57202375970; 57205977383","Outcomes of ultrathin Descemet stripping automated endothelial keratoplasty (UT-DSAEK) performed in eyes with failure of primary Descemet membrane endothelial keratoplasty (DMEK)","2019","British Journal of Ophthalmology","103","5","","599","603","4","13","10.1136/bjophthalmol-2017-311834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048145631&doi=10.1136%2fbjophthalmol-2017-311834&partnerID=40&md5=7f73bdde4831ee14b9f3938e330153c0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85048145631"
"Lucisano A.; Lionetti G.; Yu A.C.; Giannaccare G.; D'Angelo S.; Busin M.; Scorcia V.","Lucisano, Andrea (54923648200); Lionetti, Giovanna (58017928700); Yu, Angeli Christy (57216633741); Giannaccare, Giuseppe (55753474700); D'Angelo, Sergio (7004818616); Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300)","54923648200; 58017928700; 57216633741; 55753474700; 7004818616; 57205977383; 24554546300","Outcomes of Conventional 8.0-mm Versus Large 9.0-mm Diameter Deep Anterior Lamellar Keratoplasty for Keratoconus","2023","Cornea","42","7","","815","820","5","9","10.1097/ICO.0000000000003082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161937570&doi=10.1097%2fICO.0000000000003082&partnerID=40&md5=1fd91f6a2b5b079dd0864ac74a4dc7dd","Article","Final","","Scopus","2-s2.0-85161937570"
"Nardella M.; Yu A.C.; Busin M.; Rizzo R.; Zauli G.","Nardella, Michele (59343006100); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383); Rizzo, Roberta (7101922761); Zauli, Giorgio (7006419422)","59343006100; 57216633741; 57205977383; 7101922761; 7006419422","Outcomes of Corneal Transplantation for Herpetic Keratitis: A Narrative Review","2024","Viruses","16","9","1403","","","","2","10.3390/v16091403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204938246&doi=10.3390%2fv16091403&partnerID=40&md5=103940c3b5703ac85a1dd49f514239f6","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85204938246"
"Yu A.C.; Franco E.; Caruso L.; Myerscough J.; Spena R.; Fusco F.; Socea S.; Bovone C.; Busin M.","Yu, Angeli Christy (57216633741); Franco, Elena (57055064300); Caruso, Lorenzo (55586404800); Myerscough, James (56155557300); Spena, Rossella (57202377384); Fusco, Fiorella (57192959131); Socea, Sergiu (56593220100); Bovone, Cristina (24476942500); Busin, Massimo (57205977383)","57216633741; 57055064300; 55586404800; 56155557300; 57202377384; 57192959131; 56593220100; 24476942500; 57205977383","Ten-year outcomes of microkeratome-assisted lamellar keratoplasty for keratoconus","2021","British Journal of Ophthalmology","105","12","","1651","1655","4","5","10.1136/bjophthalmol-2020-317253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093688354&doi=10.1136%2fbjophthalmol-2020-317253&partnerID=40&md5=214a3cd53f097acf9d55e581a18a98a1","Article","Final","","Scopus","2-s2.0-85093688354"
"Bovone C.; Nahum Y.; Scorcia V.; Giannaccare G.; Spena R.; Myerscough J.; Yu A.C.; Busin M.","Bovone, Cristina (24476942500); Nahum, Yoav (23493152000); Scorcia, Vincenzo (24554546300); Giannaccare, Giuseppe (55753474700); Spena, Rossella (57202377384); Myerscough, James (56155557300); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","24476942500; 23493152000; 24554546300; 55753474700; 57202377384; 56155557300; 57216633741; 57205977383","Stromal peeling for deep anterior lamellar keratoplasty in post-penetrating keratoplasty eyes","2022","British Journal of Ophthalmology","106","3","","336","340","4","11","10.1136/bjophthalmol-2020-316653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097092523&doi=10.1136%2fbjophthalmol-2020-316653&partnerID=40&md5=e5234b3dcb9313084c54ee5247966cd7","Article","Final","","Scopus","2-s2.0-85097092523"
"Roberts H.W.; Wilkins M.R.; Malik M.; Talachi-Langroudi M.; Myerscough J.; Pellegrini M.; Yu A.C.; Busin M.","Roberts, Harry W. (56030249800); Wilkins, Mark R. (15830832100); Malik, Mohsan (55567939600); Talachi-Langroudi, Melody (57998490200); Myerscough, James (56155557300); Pellegrini, Marco (57200399011); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","56030249800; 15830832100; 55567939600; 57998490200; 56155557300; 57200399011; 57216633741; 57205977383","A lack of an association between COVID-19 vaccination and corneal graft rejection: results of a large multi-country population based study","2023","Eye (Basingstoke)","37","11","","2316","2319","3","12","10.1038/s41433-022-02341-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143639124&doi=10.1038%2fs41433-022-02341-7&partnerID=40&md5=a021247c1af86ac268070d954b72bfbe","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85143639124"
"Yu A.C.; Zauli E.; Missiroli L.; Busin M.","Yu, Angeli C. (57216633741); Zauli, Enrico (57748279800); Missiroli, Loretta (57205876427); Busin, Massimo (57205977383)","57216633741; 57748279800; 57205876427; 57205977383","Bibliometric Analysis of Ophthalmology Publications from Arab Countries between 2012 and 2022","2023","Middle East African Journal of Ophthalmology","30","1","","1","5","4","1","10.4103/meajo.meajo_74_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183566743&doi=10.4103%2fmeajo.meajo_74_23&partnerID=40&md5=fdeff542851a650f38b2511ab1cc9777","Article","Final","","Scopus","2-s2.0-85183566743"
"Myerscough J.; Busin M.","Myerscough, James (56155557300); Busin, Massimo (57205977383)","56155557300; 57205977383","Re: Price et al.: Will level 1 evidence trigger a tipping point in endothelial keratoplasty? (Ophthalmology. 2019;126:27-28)","2019","Ophthalmology","126","8","","e62","e63","1","0","10.1016/j.ophtha.2019.03.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068837516&doi=10.1016%2fj.ophtha.2019.03.008&partnerID=40&md5=eecac610333995660c1fa0a8a0c50714","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85068837516"
"Pellegrini M.; Yu A.C.; Spena R.; Bovone C.; Zauli G.; Busin M.","Pellegrini, Marco (57200399011); Yu, Angeli Christy (57216633741); Spena, Rossella (57202377384); Bovone, Cristina (24476942500); Zauli, Giorgio (7006419422); Busin, Massimo (57205977383)","57200399011; 57216633741; 57202377384; 24476942500; 7006419422; 57205977383","Outcomes of large-diameter deep anterior lamellar keratoplasty and converted two-piece mushroom penetrating keratoplasty for herpetic corneal scars","2024","Eye (Basingstoke)","38","3","","614","619","5","6","10.1038/s41433-023-02744-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171424252&doi=10.1038%2fs41433-023-02744-0&partnerID=40&md5=d2de989fcebac7846b666b76112b3b28","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85171424252"
"Pellegrini M.; Salgari N.; D'Angelo S.; Caruso L.; Franco E.; Bovone C.; Spena R.; Zauli G.; Busin M.; Yu A.C.","Pellegrini, Marco (57200399011); Salgari, Niccolò (56040111200); D'Angelo, Sergio (7004818616); Caruso, Lorenzo (55586404800); Franco, Elena (57055064300); Bovone, Cristina (24476942500); Spena, Rossella (57202377384); Zauli, Giorgio (7006419422); Busin, Massimo (57205977383); Yu, Angeli Christy (57216633741)","57200399011; 56040111200; 7004818616; 55586404800; 57055064300; 24476942500; 57202377384; 7006419422; 57205977383; 57216633741","10-year experience with lamellar keratoplasty for the surgical Management of Paediatric Corneal Diseases","2022","Acta Ophthalmologica","100","6","","e1306","e1312","6","3","10.1111/aos.15199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131577194&doi=10.1111%2faos.15199&partnerID=40&md5=0a75c6a7d961470337f1352d41a067fb","Article","Final","","Scopus","2-s2.0-85131577194"
"Giannaccare G.; Pellegrini M.; Bovone C.; Spena R.; Senni C.; Scorcia V.; Busin M.","Giannaccare, Giuseppe (55753474700); Pellegrini, Marco (57200399011); Bovone, Cristina (24476942500); Spena, Rossella (57202377384); Senni, Carlotta (57208467989); Scorcia, Vincenzo (24554546300); Busin, Massimo (57205977383)","55753474700; 57200399011; 24476942500; 57202377384; 57208467989; 24554546300; 57205977383","Anti-VEGF treatment in corneal diseases","2020","Current Drug Targets","21","12","","1159","1180","21","32","10.2174/1389450121666200319111710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090611918&doi=10.2174%2f1389450121666200319111710&partnerID=40&md5=9a1024e0c3af4719d05f26a5fd73d56d","Review","Final","","Scopus","2-s2.0-85090611918"
"Busin M.; Zauli G.; Pellegrini M.; Virgili G.; Yu A.C.","Busin, Massimo (57205977383); Zauli, Giorgio (7006419422); Pellegrini, Marco (57200399011); Virgili, Gianni (7006732630); Yu, Angeli Christy (57216633741)","57205977383; 7006419422; 57200399011; 7006732630; 57216633741","COVID-19 Vaccination May Not Increase Rates of Corneal Graft Rejection","2022","Cornea","41","12","","1536","1538","2","10","10.1097/ICO.0000000000003101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141891014&doi=10.1097%2fICO.0000000000003101&partnerID=40&md5=7c37f02c0f2caf18470a7330816ea885","Article","Final","","Scopus","2-s2.0-85141891014"
"Giannaccare G.; Lucisano A.; Pellegrini M.; Scuteri G.; Mancini A.; Malaventura C.; Busin M.; Scorcia V.","Giannaccare, Giuseppe (55753474700); Lucisano, Andrea (54923648200); Pellegrini, Marco (57200399011); Scuteri, Gianfranco (57218706423); Mancini, Alessandra (57217198445); Malaventura, Cristina (23994413100); Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300)","55753474700; 54923648200; 57200399011; 57218706423; 57217198445; 23994413100; 57205977383; 24554546300","Maternal serum eye drops to treat bilateral neurotrophic keratopathy in congenital corneal anesthesia: Case report and literature review","2022","American Journal of Ophthalmology Case Reports","26","","101446","","","","1","10.1016/j.ajoc.2022.101446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124968756&doi=10.1016%2fj.ajoc.2022.101446&partnerID=40&md5=23a0686b9263bcfec05d1bb4ef180c48","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85124968756"
"Vivarelli C.; Yu A.C.; Busin M.","Vivarelli, Chiara (57218700111); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","57218700111; 57216633741; 57205977383","Vernal Keratoconjunctivitis Associated with Terrien Degeneration and Intralesional Cysts","2023","Ophthalmology","130","12","","1360","","","0","10.1016/j.ophtha.2023.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154608131&doi=10.1016%2fj.ophtha.2023.04.009&partnerID=40&md5=01137af02a6c7d60325e348120f968eb","Note","Final","","Scopus","2-s2.0-85154608131"
"Taloni A.; Taloni M.; Coco G.; Muttuvelu D.V.; Busin M.; Giannaccare G.","Taloni, Andrea (56891258500); Taloni, Maurizio (9535568200); Coco, Giulia (56443822600); Muttuvelu, Danson V. (43061585500); Busin, Massimo (57205977383); Giannaccare, Giuseppe (55753474700)","56891258500; 9535568200; 56443822600; 43061585500; 57205977383; 55753474700","AI deepfake: GPT-4o can produce near-authentic fundus images","2025","Eye (Basingstoke)","39","13","","2612","2614","2","1","10.1038/s41433-025-03937-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011031564&doi=10.1038%2fs41433-025-03937-5&partnerID=40&md5=2d41157c2870b8dd92677d0f75d9c5f2","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105011031564"
"Yu A.C.; Spena R.; Pellegrini M.; Bovone C.; Busin M.","Yu, Angeli Christy (57216633741); Spena, Rossella (57202377384); Pellegrini, Marco (57200399011); Bovone, Cristina (24476942500); Busin, Massimo (57205977383)","57216633741; 57202377384; 57200399011; 24476942500; 57205977383","Deep Anterior Lamellar Keratoplasty: Current Status and Future Directions","2022","Cornea","41","5","","539","544","5","24","10.1097/ICO.0000000000002840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128245359&doi=10.1097%2fICO.0000000000002840&partnerID=40&md5=afe8869503e3c90663462a43ddcccb7d","Review","Final","","Scopus","2-s2.0-85128245359"
"Madi S.; Leon P.; Nahum Y.; D’Angelo S.; Giannaccare G.; Beltz J.; Busin M.","Madi, Silvana (55250459000); Leon, Pia (56900808700); Nahum, Yoav (23493152000); D’Angelo, Sergio (7004818616); Giannaccare, Giuseppe (55753474700); Beltz, Jacqueline (25937133800); Busin, Massimo (57205977383)","55250459000; 56900808700; 23493152000; 7004818616; 55753474700; 25937133800; 57205977383","Five-Year Outcomes of Ultrathin Descemet Stripping Automated Endothelial Keratoplasty","2019","Cornea","38","9","","1192","1197","5","41","10.1097/ICO.0000000000001999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071346345&doi=10.1097%2fICO.0000000000001999&partnerID=40&md5=419003434d3f2777e38a5a9287cc006c","Conference paper","Final","","Scopus","2-s2.0-85071346345"
"Busin M.; Yu A.C.","Busin, Massimo (57205977383); Yu, Angeli Christy (57216633741)","57205977383; 57216633741","September consultation #2","2021","Journal of cataract and refractive surgery","47","9","","1242","","","0","10.1097/01.j.jcrs.0000792744.40862.94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115286283&doi=10.1097%2f01.j.jcrs.0000792744.40862.94&partnerID=40&md5=337f4eb8c848ff64885e5a66b99ee1df","Note","Final","","Scopus","2-s2.0-85115286283"
"Bergamaschi P.; Busin L.M.L.; Yu A.C.; Busin M.","Bergamaschi, Pietro (59732663500); Busin, Linda Marie Louise (59732663600); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","59732663500; 59732663600; 57216633741; 57205977383","Mushroom Penetrating Keratoplasty: A Narrative Review","2025","Journal of Clinical Medicine","14","7","2351","","","","1","10.3390/jcm14072351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002400967&doi=10.3390%2fjcm14072351&partnerID=40&md5=1d4833d843f650919722cedf4b2d372c","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105002400967"
"Clerici R.; Ceccuzzi R.; Fausto R.; Tinelli C.; Di Palma M.R.; Mantegna G.; Riva I.; Busin M.; De Angelis G.; Quaranta L.","Clerici, Riccardo (57218548749); Ceccuzzi, Roberto (6602290057); Fausto, Riccardo (57218122533); Tinelli, Carmine (7005262945); Di Palma, Maria Rosaria (57223717944); Mantegna, Giuseppe (57223714374); Riva, Ivano (22935389400); Busin, Massimo (57205977383); De Angelis, Giovanni (7102108080); Quaranta, Luciano (7005040817)","57218548749; 6602290057; 57218122533; 7005262945; 57223717944; 57223714374; 22935389400; 57205977383; 7102108080; 7005040817","Single-Pass Mikrokeratome and Anterior Chamber Pressurizer for the Ultrathin Descemet-Stripping Automated Endothelial Keratoplasty Graft Preparation","2021","Cornea","40","6","","755","763","8","5","10.1097/ICO.0000000000002607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106068925&doi=10.1097%2fICO.0000000000002607&partnerID=40&md5=c0a0ad485c585d9bca702addc9b90b96","Article","Final","","Scopus","2-s2.0-85106068925"
"Myerscough J.; Friehmann A.; Bovone C.; Mimouni M.; Busin M.","Myerscough, James (56155557300); Friehmann, Asaf (57195409883); Bovone, Cristina (24476942500); Mimouni, Michael (56351846100); Busin, Massimo (57205977383)","56155557300; 57195409883; 24476942500; 56351846100; 57205977383","Evaluation of the risk factors associated with conversion of intended deep anterior lamellar keratoplasty to penetrating keratoplasty","2020","British Journal of Ophthalmology","104","6","","764","767","3","23","10.1136/bjophthalmol-2019-314352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072069919&doi=10.1136%2fbjophthalmol-2019-314352&partnerID=40&md5=3ba43907a0e45041428cc1b7bd256ce4","Article","Final","","Scopus","2-s2.0-85072069919"
